username,country,score,date_written,positive,negative,tags
Victor,España,10.0,Escrito en 8 de junio de 2024,Lo céntrico que está y muy mono.,Es un poco pequeño pero muy bien arreglado.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Elías,España,8.0,Escrito en 29 de mayo de 2024,"La ubicación, la higiene, los muebles",Nada,"['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Toni,Andorra,8.0,Escrito en 27 de mayo de 2024,,El sofá cama está muy destrozado y es muy incomodo dormir en el,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Chiara,Paraguay,10.0,Escrito en 26 de mayo de 2024,El departamento fue lindo! La atencion y la ubicación espectacular!,Todo fue perfecto!,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 3 noches', '•Enviado por móvil']"
Pedro,España,10.0,Escrito en 7 de mayo de 2024,la ubicación,,"['•Viaje de negocios', '•Grupo', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche']"
Marisela,México,10.0,Escrito en 27 de abril de 2024,Cama comoda,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 4 noches', '•Enviado por móvil']"
Mario,Argentina,8.0,Escrito en 23 de abril de 2024,Que desayuno??????,"Que funcione la cocina, mas silencio a la mañana cuando han limpiado, anticipar la clave del cheeck-in.","['•Viaje de ocio', '•Persona que viaja sola', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 4 noches']"
Gudrun,España,9.0,Escrito en 20 de abril de 2024,"Ubicación perfecta, acceso a través del móvil muy cómodo.","Parece que había una avería de agua en el baño, faltaban losetas y el techo necesita reparación. Por un precio tan elevado no me parece bien alquilarlo sin arreglarlo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con balcón', '•Estancia de 4 noches', '•Enviado por móvil']"
Elena,España,8.0,Escrito en 15 de abril de 2024,"La ubicación
Limpieza","Falta algún cuchillo de cocina, abridor de botellas, por ejemplo. 
El sistema de jabón del baño algo incomodo si no tienes fuerza, y sin mampara se pone todo lleno de agua.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con balcón', '•Estancia de 3 noches', '•Enviado por móvil']"
Maria,España,10.0,Escrito en 14 de abril de 2024,La situación,Nada todo muy bien!,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Aroa,España,10.0,Escrito en 8 de abril de 2024,Lo cómodo como y amplio que el apartamento. Está situado en el corazón de granada. Es el mejor sitio donde te puede quedar,"El aparcamiento, tienes q buscar un parking lejano para poner aparcar, los parking se la zona están todos completos.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Ramon,España,9.0,Escrito en 7 de abril de 2024,,El calentador de agua no llega para 4 personas.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Gloria,España,8.0,Escrito en 31 de marzo de 2024,Ubicación,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
Alberto,España,8.0,Escrito en 22 de marzo de 2024,La ubicación,"La habitación no estaba bien insonorizada. He dormido regular porque secescuchaban los ruidos de la calle: cafeterías y bares, camión de suministros, etc.","['•Viaje de ocio', '•Persona que viaja sola', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
Laetitia,España,8.0,Escrito en 9 de marzo de 2024,"La ubicación en el centro, justo al lado de la plaza Bib-Rambla
El apartemento super bien equipado, distribuido y limpio.
Te dejan una cajita con agua, un paquete de patata y 2 cápsulas para hacer café. 
La comodidad de poder entrar con un código e incluso con el movil.","Tengo solo 2 puntos negativos.
El primero que la puerta del edificio se queda bastante tiempo abierta después de entrar.
El segundo, el cuarto de baño. La puerta de la ducha no cierra correctamente, entonces el agua se sale. El techo no esta en buena condiciones.","['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Fran,España,8.0,Escrito en 6 de marzo de 2024,"Limpieza , ubicación , justo en en pleno centro , muy bonito .
Debido al inconveniente de la entrada tardía al apartamento nos dejaron hacer el Check out en vez de las 11 a las 14. Muy bien por ellos.","Pequeño , el aire acondicionado caliente no funcionaba,  dejaron los cepillos y la escoba de barrer en mitad del baño , para entrar al apartamento una odisea , ya que la entrada era a las 15 hasta las 15.48 no pudimos acceder .","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Ignaciomp,España,9.0,Escrito en 27 de febrero de 2023,Excelente ubicación. Cerca de todo lo que buscabamos.,nada.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches']"
Susana,España,8.0,Escrito en 26 de febrero de 2023,"la ubicación del aparmento, muy céntrico. Todo muy nuevo","La insonorización, al estar en el centro y encima de un bar se oye ruido cuando cierran el bar","['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche']"
Raquel,España,9.0,Escrito en 23 de febrero de 2023,"Me gustó todo, como de un espacio pequeño han aprovechado cada rincón con su buena distribución. La localización súper buena, pleno centro  y no hemos escuchado nada de ruido en la calle a la hora de dormir. Volveremos seguro.","La única pega que puedo poner es que para mi gusto las almohadas me han resultado un poco incómodas, por lo demás todo genial.","['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Emilia,España,9.0,Escrito en 22 de febrero de 2023,En general bien,La almohada muy de muy mala calidad y el colchón demasiado duró sobre todo si sufres alguna enfermedad de espalda o dolencias. Por cortesía suelen dejar aunque sea una botellita de agua ..... El mandó del aire habitación no funciona bien. Emos tenido que utilizar el del salón. La televisión tampoco ya que llegamos pensando en echar un ratito antes de acostarnos viendo una película.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,10.0,Escrito en 19 de febrero de 2023,Todo. Repetiremos sin duda,No tengo nada que decir,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Teresa,España,10.0,Escrito en 17 de febrero de 2023,"El apartamento está muy céntrico, a escasos minutos andando de todo además de muy limpio. 
Aunque es pequeño resulta bastante cómodo y tiene todo lo necesario para la estancia.","Había cafetera pero no café, tampoco aceite, pimienta o sal que suelen incluirse en otros apartamentos. 
En general todo muy recomendable, repetiría sin duda.","['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Rosa,España,8.0,Escrito en 14 de febrero de 2023,,"El checking fue algo complicado, no nos dieron muchas facilidades, y el checkout justo justo a las 11h, pero bueno.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Nuria,España,10.0,Escrito en 13 de febrero de 2023,"La ubicación era perfecta y el apartamento precioso, todo súper nuevo y muy limpio.",,"['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,8.0,Escrito en 12 de febrero de 2023,"La cama muy cómoda. Todo muy limpio. Ducha perfectaLa ubicación es perfecta",,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Alicia,España,9.0,Escrito en 12 de febrero de 2023,"La ubicación excelente, muy limpio y muy cómoda la cama. Bonito y completo. Te atienden súper rápido a pesar de ser todo online pero en mi caso lo prefiero. Todo en la recepción muy bien explicado incluso para el wifi",Un poco ruido pero con tapones sé solucionó,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche']"
Alicia,España,10.0,Escrito en 12 de febrero de 2023,"La ubicación excelente, muy limpio y muy cómoda la cama.Bonito y completo.Te atienden súper rápido a pesar de ser todo online pero en mi caso lo prefiero.Todo en la recepción muy bien explicado incluso para el wifi","Nos tocó el apartamento de la esquina y daba a dos calles por lo que en fin de semana se oía un poco de ruido de la calle, nada que no se solucione con tapones de oído.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche']"
Claudia,España,8.0,Escrito en 9 de febrero de 2023,"piso muy moderno, y cama muy cómoda","éramos 4 y cuando se duchaba 1 persona ya el agua se quedaba fría, y el sofá cama al abrirlo no quedaba espacio para entrar y salir de una habitación a otra, por lo demás todo muy bien","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 4 noches', '•Enviado por móvil']"
Diana,España,10.0,Escrito en 8 de febrero de 2023,Todo estaba lindo cómodo y ordenado,"El tiempo, hicimos el check in a las 15:00 y a las 11:00 teníamos que hacer el check out","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
Azucena,España,8.0,Escrito en 8 de febrero de 2023,acogedor,"la ubicación ideal.. lo único, que la zona en donde está es una zona de bares y pub, transitada por la noche por adolescentes y demás y me costó bastante dormirme con el ruido.. es la única pega que le pondría.","['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Lola,España,9.0,Escrito en 8 de febrero de 2023,Esta bien situado y es limpio y confortable,"La asistencia virtual debería simplificarse, es difícil para las personas mayores que nos gusta viajar","['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 4 noches', '•Enviado por móvil']"
Demófilo,España,9.0,Escrito en 6 de febrero de 2023,"Apartamento con dos terrazas en niveles diferentes con vistas y ubicación excepcionales, en pleno centro de Granada. Buen diseño y equipamiento. Cama principal confortable.",Las salidas de las ventilaciones no están bien resueltas y molestan un poco en las terrazas.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche']"
Maite,España,9.0,Escrito en 5 de febrero de 2023,"La ubicación, el sitio es estupendo. También la limpieza y la decoración sencilla y moderna. El precio genial.",El salón es un poco pequeño. En cuanto de abre el sofá cama el paso al dormitorio es complicado..,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Aurora,España,10.0,Escrito en 3 de febrero de 2023,"Ubicación, limpieza, insonorización y calefacción",,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 28 de enero de 2023,todo pero sobre todo la cama,"a las 6 de la mañana los del apartamento de al lado llegaron gritando y dando portazos, por este motivo nos despertamos y fue casi imposible volver a dormir","['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
José,España,8.0,Escrito en 22 de enero de 2023,"Es un edificio de reciente construcción, todo se realiza digitalmente. El check-in se hace mediante una página web que te pide todos los datos de los alojados y el pago anticipado, una vez hecho esto te mandan un código para introducir en la puerta del portal y en el apartamento. Ciertamente resulta muy cómodo no llevar llave encima, por si la pierdes.
El apartamento está nuevo, limpio y con todo lo necesario. Cocina pequeña pero con utensilios. Baño de buen tamaño y muy cómodo, equipado con secador. Salón con sofá cama incómodo y pequeño armario (es el único) que guarda una plancha y una mini tabla de planchar. Dormitorio con cama de matrimonio cómoda. Hay varios ventanales sin persianas pero con cortinas opacas, cosa que no evita que entre la luz. Consolas de aire acondicionado en salón y dormitorio.
Tiene ascensor.
Ubicación excelente.","El sofá cama no tenía sábanas ni almohada, sólo edredón.
La información sobre el alojamiento (check-in, número de apartamento...) te la dan por correo electrónico unas pocas horas antes de alojarte. 
Entra luz en todo el apartamento porque no tiene persianas y las cortinas no son suficientes para tapar.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Msensses,España,10.0,Escrito en 12 de enero de 2023,"Ubicación, limpio y todo nuevo",Un poco pequeño cuando abres el. Sofa cama se queda todo embutido sin poder casi moverte,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Narciso,España,9.0,Escrito en 9 de enero de 2023,"La ubicación del apartamento está genial, está justo en el centro de Granada","El aparcamiento es imposible, la única forma de acceso al apartamento es en taxi, si vas en coche debes dejar el coche en un parking y tomar un taxi hasta la plaza del ayuntamiento","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Eric,España,9.0,Escrito en 2 de enero de 2023,"En el centro de Granada, muy tecnológico todo y calidad precio bastante bien, lo recomendamos.","Un “pelín” pequeño, pero ninguna pega.","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Gabriel,España,10.0,Escrito en 31 de diciembre de 2022,"Moderno,céntrico,limpio. Muy acogedor con muchos detalles. Las camas son comodísimas",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 3 noches', '•Enviado por móvil']"
Chica,"Abjasia, ​Georgia",10.0,Escrito en 15 de diciembre de 2022,Muy cómodo y espacioso,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Ramón,España,5.0,Escrito en 19 de febrero de 2023,,No había agua caliente.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Reyes,España,5.0,Escrito en 16 de febrero de 2023,El baño y buena calefacción.Camas confortables,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Natalia,España,7.0,Escrito en 5 de febrero de 2023,"Ubicación Comodidad de la cama","Es un apartamento muy pequeño para 4 personasSolo pudieron ducharse dos porque se acabo el agua caliente","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Mariola,España,6.0,Escrito en 26 de diciembre de 2022,"La ubicación es perfecta. Todo estaba muy limpio. Muy bien si vas en pareja, pero para 4 personas es decepcionante. Es pet-friendly, pero con suplemento de 15 euros por perro, que incluye cama, comedero y bebedero y una bolsita con snacks para perro.","Cuando reservas, te dice que pueden ir 4 personas. Pero es un piso muy pequeño, que el sofá cama al abrirse topa con la puerta corredera de la habitación. Da literalmente en la puerta corredera de la habitación, por lo que el sofá cama queda encajado una vez lo abres y los del cuarto no pueden salir sin tener que saltarte encima. Y el cuarto de baño, si quieren utilizarlo los que estén usando la habitación, al ser un cuarto de baño, si los del cuarto necesitasen ir en mitad de la noche, tendrían que saltarnos por encima literalmente, para poder ir al baño. 
Por otro lado, por la noche es bastante ruidoso, escuchas a la gente pasar y hablar y te despiertas en varias ocasiones. No volvería a ir si vamos 4 personas. Está bien si vais una pareja o un par de personas, pero desde luego no 4 personas.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
Enrique,España,5.0,Escrito en 19 de diciembre de 2022,Ubicación muy céntrica,Los muebles del salón estaban desencajados. No se podían utilizar ni las sillas ni la mesa del comedor.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 3 noches']"
Anónimo,España,9.0,Escrito en 28 de junio de 2025,Ubicacion excelente …y unas vistas maravillosas,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 3 noches']"
Anónimo,España,5.0,Escrito en 29 de octubre de 2025,Ubicación muy buena,"MUCHO RUIDOEMPEZARON A TRABAJAR A LAS 2 DE LA MADRUGADA","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 4 noches', '•Enviado por móvil']"
