username,country,score,date_written,positive,negative,tags
Gabriel,Argentina,9.0,Escrito en 14 de diciembre de 2025,"La ubicación, el equipamiento y la decoración",Pequeño para 4 personas,"['•Viaje de negocios', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 6 noches']"
Montserrat,España,9.0,Escrito en 11 de diciembre de 2025,La funcionalidad del apartamento,Nada,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Benja,España,10.0,Escrito en 9 de diciembre de 2025,Ubicacion muy tranquila y la calidad del apartamento,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']"
Carmen,España,9.0,Escrito en 7 de diciembre de 2025,"La estética del apartamento, limpio",El sofá cama era incomodo ⁰,"['•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Edurne,España,10.0,Escrito en 6 de diciembre de 2025,,"Una pequeña pega, el colchón, por lo demás todo de 10.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Caxarel,España,8.0,Escrito en 3 de diciembre de 2025,estudio comodo con habitacion y cama comfort bien equipado,hacer todo el check in y check out yo mismo a una perdona mayor es imposible tambien 100%vertual si no lees bien como la hora de salida vence el codigo y te quedas fuera,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Yanet,España,9.0,Escrito en 27 de noviembre de 2025,La limpieza y la pulcritud,"Check in complicado
Falta más utensilios en la cocina","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Hernan,Panamá,10.0,Escrito en 23 de noviembre de 2025,Ubicación y comodidad,Nada,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 8 noches', '•Enviado por móvil']"
Callupe,Perú,10.0,Escrito en 23 de noviembre de 2025,Equipamiento.,Faltaron algunos implementos de cocina como tazones para preparar ensaladas.,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Adelina,España,10.0,Escrito en 12 de noviembre de 2025,"Un poco lejos del centro, apartamentl muy bien equipado y nuevo.",El sofa cama a mejorar muy incomodo para niño de 13 años.,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Ivette,Estados Unidos,9.0,Escrito en 12 de noviembre de 2025,"Esta super bien ubicada, muy confortable y muy bonitas instalaciones","Que no dejaron suficiente papel del baño, 2 rollos a medias para una estancia de 5 dias, no tienen plancha y como concepto de apartamento o apartahotel podrían dejar lo mínimo para cocinar, sal, pimienta y aceite.","['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']"
Mireia,España,8.0,Escrito en 8 de noviembre de 2025,Todo,Que sea todo con tecnología,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
L,España,9.0,Escrito en 5 de noviembre de 2025,Todo muy limpio,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 7 noches', '•Enviado por móvil']"
Luis,España,9.0,Escrito en 3 de noviembre de 2025,"El alojamiento en sí y la ubicación, fenomenales","Las plazas de parking son estrechas, si tu coche es grandes, sufres; pero es verdad que es un problema muy común hoy en día vayas donde vayas al fabricarse hoy en día coches más grandes que antes","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 21 de junio de 2025,Limpieza y ubicación.,Nada que destacar.,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Montserrat,España,10.0,Escrito en 14 de junio de 2025,"Maravilloso!
Luminoso, enfrente de unos frondosos árboles del parque Yamaguchi. Impecable.",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Santonio,España,10.0,Escrito en 10 de junio de 2025,"En general me gustó todo, repetiremos y lo recomiendo.",Todo ok,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 6 noches', '•Enviado por móvil']"
Aingeru,España,10.0,Escrito en 9 de junio de 2025,"El lugar y la limpieza, ideales",El espacio de los garajes nos pareció muy estrechos,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Gisbert,España,9.0,Escrito en 7 de junio de 2025,.,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches']"
Manuel,Bolivia,10.0,Escrito en 5 de junio de 2025,"Las fotos del departamento eran identicas al AirbnbEl departamento estaba impecable, Todo funcionaba bien. Ventanales grandes con mucha luz, y si no te gusta la luz tiene cortina doble.
El baño super limpio, ducha grande con muy buena presión de agua
Como fue el cheking ?:La comunicacion previa con el host fue rapida y siempre fluidaLa entrada fue sin problemas.La Ubicacion espectacular
Volvería a quedarme en este lugar",,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pedro,España,8.0,Escrito en 5 de junio de 2025,"Tranquilidad, limpieza y ubicación","Poco menaje. Faltan tazas de café y algunos utensilios de cocina, tendedero, escoba, recogedor, mocho y cubo.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Maria,España,8.0,Escrito en 31 de mayo de 2025,"El apartamento tiene todo lo necesario para que una pareja esté cómoda. Tiene lavadora-secadora, lavavajillas lo cual es un punto a favor para pasar varios días.
Aire acondicionado.
La ubicación es perfecta, parada de buses cerca, tiendas, restaurantes y al pie de un parque precioso.
También valoro que la habitación esté separada de la cocina, aunque el espacio sea pequeño.
Tiene parking bajo disponibilidad, 15€ diarios que, aunque parezca caro, sumado al coste del apartamento sigue teniendo un precio razonable.","Que no tuviese escoba y recogedor.
Y que el sofá- cama no era muy cómodo.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
López,España,10.0,Escrito en 29 de mayo de 2025,El apartamento es acogedor y confortable. Tiene todo lo necesario.,Todo perfecto.,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maite,España,9.0,Escrito en 25 de mayo de 2025,"La atención del personal tanto vía wathaps,como personal.
Limpieza y estado del apartamento","El sofá cama no era cómodo y menos para dos personas,se hundía en la mitad","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Manuel,Venezuela,10.0,Escrito en 14 de mayo de 2025,Todo Excelente,Todo Excelente,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 7 noches', '•Enviado por móvil']"
Ana,Perú,8.0,Escrito en 10 de mayo de 2025,"La ubicación, a 10 minutos caminando de la Universidad de Navarra",El cuarto es limpio y bonito pero no para más de 2 personas a pesar de tener un sillón cama. Los espacios son muy pequeños.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Graziana,España,10.0,Escrito en 6 de mayo de 2025,Todo,El ambientador,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Raul,España,8.0,Escrito en 1 de mayo de 2025,"La ubicación, con vistas al parque. Un apartamento muy moderno. Me tocó el dia del apagón y el personal muy muy atentos a todo. Les felicito.",El mando a distancia del TV no tenía pilas. Lo comunique a recepción online y en cuestión de minutos lo arreglaron.,"['•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Librada,España,10.0,Escrito en 30 de abril de 2025,"Un apartamento muy chulo, nuevo, limpio, sin humo, con todas las comodidades, nos dieron un detalle de bienvenida muy bueno, todo una sorpresa, me encantó el kit de limpieza, todo muy recomendable.","Nos liamos un poco con la entrada del aparcamiento, por las indicaciones pero nada con importancia.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 29 de abril de 2025,"Ubicación perfecta para moverte por toda Pamplona sin vehículo. Ubicado junto a un parque precioso y rodeado de todos los servicios básicos como supermercados y bares, si no quieres mucho jaleo.
Fácil acceso desde el móvil.
Apartamento súper completo, más de lo que esperábamos, moderno y limpio.
Volveremos sin duda!!","El nuestro no tenía terraza, hubiera sido perfecto con el buen tiempo que tuvimos.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Maria,España,9.0,Escrito en 27 de abril de 2025,"Muy nuevo, limpio, cómodo confortable.
Cafeterías muy cerca para poder desayunar",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pilar,España,10.0,Escrito en 26 de abril de 2025,El personal es muy amable. Atendieron rápido lo que pedimos.,La habitación nos pareció pequeña.,"['•Viaje de ocio', '•Pareja', '•Apartamento Deluxe', '•Estancia de 5 noches', '•Enviado por móvil']"
Jlzte,España,9.0,Escrito en 24 de abril de 2025,Situación. Está nuevo y limpio. Cocina muy equipada,No hay consigna para dejar maleta. Check in online muy engorroso. Check out muy pronto. Solo personal presencial por la mañana,"['•Familia con niños pequeños', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Gustavo,España,10.0,Escrito en 20 de abril de 2025,Todo,Nada,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pilar,España,10.0,Escrito en 13 de abril de 2025,"Todo me gustó!!!! La pena es que lo disfrute por o tiempo, pero volveremos para aumentar la experiencia","Nada, todo era perfecto","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Jorge,España,8.0,Escrito en 9 de abril de 2025,,Poca luz,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Julia,España,8.0,Escrito en 24 de marzo de 2025,"Alojamiento muy limpio y cómodo. La ubicación perfecta, ubicada en una plaza tranquila y estás cerca de todo. Al lado tienes el parque de Yamaguchi, es precioso y puedes ir con los perretes. Recomendable.","Para mejorar, en nuestro caso las almohadas, eran muy finas. Y tendrían que cambiar las sartenes.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Paula,España,10.0,Escrito en 17 de marzo de 2025,"La limpieza, comodidad, luminosidad y ubicación","Las almohadas son demasiado bajitas
El gel y champú del baño podría venir por separado","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Maixa,España,9.0,Escrito en 16 de marzo de 2025,Apartamento muy luminoso en una zona muy tranquila y bien ubicada.,"Hubo un detalle que nos llamó la atención y no nos gusto. Eramos cinco huéspedes y el kit de bienvenida era únicamente para dos.
2 botellines de agua y 2cápsulas de café....","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Eva,España,10.0,Escrito en 15 de octubre de 2024,"Apartamento muy bonito, moderno, y super limpio. Muy recomendable",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Gonzalo,España,8.0,Escrito en 11 de octubre de 2024,lo bonito que era,"Las almohadas, al día siguiente un dolor de cuello terrible.","['•Viaje de negocios', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Carolina,España,10.0,Escrito en 11 de octubre de 2024,"excelente el apartamento y el trato en la resolución d un problema ajeno a la empresa que tuvimos,.la ubicacion tb buena y fácil aparcamiento",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Magdalena,España,9.0,Escrito en 11 de octubre de 2024,Las persianas eléctricas,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Ito40,España,9.0,Escrito en 10 de octubre de 2024,"Para la llegada es posible aparcar en un carga y descarga para dejar las maletas muy próximo a la entrada. El acceso muy cómodo con el código que nos enviaron al correo electrónico. El apartamento está perfectamente equipado y cuenta con todo lo necesario para poder cocinar. Otra opción es acercarse a cualquiera de los establecimientos que se encuentran en la plaza donde se encuentran los apartamentos.El edificio se encuentra rodeado de zonas verdes y comercios. No está próximo al centro. En autobús tardas unos 20 min.El apartamento muy limpio y muy bien cuidado. El baño completo y con buena presión de agua.Bien insonorizados","El espacio donde se encuentra la cama un poco reducido, pero más que suficiente.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche']"
Mikel,España,10.0,Escrito en 8 de octubre de 2024,Esta muy bien apañado y todo muy bien y bonito,Faltaba la tele en la habitación y se etxaba de menos,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jaime,España,10.0,Escrito en 6 de octubre de 2024,Todo la ubicación cerca a todo…,Nada,"['•Viaje de negocios', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Judith,España,10.0,Escrito en 2 de octubre de 2024,"Me encantó la facilidad de manejarlo todo por la app. En cuanto tuvimos alguna duda, nos atendieron muy amablemente y de manera rápida y eficaz por el chat. Está decorado con mucho gusto y es muy cómodo!",El párking cumplió su función pero era ajustado y las plazas muy estrechas,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Oihane,España,10.0,Escrito en 2 de octubre de 2024,El apartamento tenía todo lo necesario para pasar una estancia estupenda. Era bastante amplio y las persianas eran automáticas mediante un botón. Las instalaciones estaban muy bien. Relación calidad/precio inmejorable.,"Quizá el único aspecto negativo que pudimos notar fue el tema del aparcamiento. Te ofrecen por 15€ la noche uno, pero si eliges no pagarlo, todo el alrededor era zona de OTA y nos fue complicado encontrar sitio.","['•Viaje de ocio', '•Pareja', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']"
Beatriz,España,10.0,Escrito en 1 de octubre de 2024,"El apartamento estaba impecable y era muy cómodo. Tenía todo lo necesario, incluido un pequeño kit de limpieza que me pareció muy práctico y que en otros alojamientos del estilo he echado en falta.","Todo bien. No está muy cerca del centro, pero se puede llegar dando un paseo.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Alejandro,España,9.0,Escrito en 30 de septiembre de 2024,Calidad precio,,"['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Aintzanejimenez,España,10.0,Escrito en 30 de septiembre de 2024,"El apartamento era precioso, con el espacio muy bien aprovechado y en una buena ubicación. Te dejan un kit de bienvenida y otro de limpieza que está genial. Tiene muchísima iluminación y está completamente equipado.","En la pared que estaba en frente a la tele del salón estaba llena de bichitos que no sabíamos qué eran, no sabemos si estaban muertos porque no se movían pero era un poco desagradable.","['•Viaje de ocio', '•Grupo de amigos', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jaime,España,10.0,Escrito en 25 de septiembre de 2024,La ubicación junto a supermercado bares entre otros.,Todo bien.,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Alberto,España,10.0,Escrito en 23 de septiembre de 2024,Todo nuevo y limpio,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Alejandra,España,10.0,Escrito en 23 de septiembre de 2024,"El edificio,las instalaciones e iluminación, la terraza superior y las vistas,muy buena ubicación. Fácil comunicación con el personal las 24 hrs. El colchón muy cómodo","Me gustó todo pero me equivoqué en la elección del apto porque el apto de una habitación es perfecto  para dos pero éramos cuatro adultos y el espacio  fue justo,deberíamos haber elegido uno más grande.","['•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Aguilar,España,8.0,Escrito en 21 de septiembre de 2024,"La ubicación y todas las comodidades del apartamento, es muy cómodo y práctico y la relación calidad precio está fenomenal. Aire acondicionado muy útil. No conocía esta cadena pero la volveré a buscar.","No hay recepción y esto lo hace un poco más complicado, pero es cierto que algún problema que tuvimos con el código de entrada al garaje lo resolvieron rápidamente por teléfono.","['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 4 noches']"
Otilia,Perú,9.0,Escrito en 21 de septiembre de 2024,"Muy contentos con este alojamiento, tenía todo lo necesario para una estadía cómoda. Bien ubicado, limpio, bonito y moderno. 
Comunicación permanente por wathsapp para recibir ayuda.
Gracias!",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Txeko,España,8.0,Escrito en 20 de septiembre de 2024,"Apartamento muy limpio,cama cómoda.","Nuestro apartamento era para 2 personas,no tiene mesa para comer ni sillas,poco menaje de cocina,sofá un poco incomodo.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Josep,España,8.0,Escrito en 17 de septiembre de 2024,La ubicación sitio perfecto,"El ruido de coches o no teníamos sillas, i poca información sobre la basura de orgànica y resta, porque los contenedores del ajuntamiento era con tarjeta i no teníamos por lo demás bien","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 6 noches', '•Enviado por móvil']"
Esther,España,9.0,Escrito en 17 de septiembre de 2024,"La ubicación en la zona nueva de Pamplona y a un paseo caminando del casco viejo es genial, ya que te permite conocer no solo la parte turistica de la ciudad.","La estancia dentro del apartamento fué muy comoda, pero si hubiera algo que cambiar serían las almohadas por unas mas altas, ya que eran como hojas de papel","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Martinez,España,10.0,Escrito en 16 de septiembre de 2024,"Todo nuevo,  acogedor, el detalle del kit de limpieza con 2 cápsulas de café.
La situación es perfecta para hacer turismo por la ciudad y aceptan mascotas.","La forma de realizar el Check-In todo atraves del móvil y con código digital.
El horario del Check-out a las 11 , una hora antes de lo habitual.
Los ruidos de los demás apartamentos del edificio","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Miren,España,9.0,Escrito en 16 de septiembre de 2024,"me gusto todo mucho.TODO LIMPIO Y NUEVO","Solo eche de menos azúcar para poder tomar las capsulas de regalo que había.Muchas gracias","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Daria,España,10.0,Escrito en 16 de septiembre de 2024,"Apartamentos limpios y modernos.  Me gustó la cama y los grandes ventanas.  Aparcamiento.  Cerca hay un parque. Se preparó una cama, platos y una bolsa de comida para nuestro perro.  Sí, pagamos por el animal, pero esta atención fue muy linda.","En nuestro caso viajamos con perro y el precio por animal fue de 20 euros, que es caro.  Pero esto es normal en Pamplona.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ander,España,9.0,Escrito en 15 de septiembre de 2024,El apartamento está nuevo y es muy confortable y acogedor. Muy bien equipado y la cama muy cómoda. La ubicación tb muy buena. Nos ha gustado mucho y hemos estado muy a gusto.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 1 noche']"
Marta,España,10.0,Escrito en 15 de septiembre de 2024,"Todo muy nuevo y muy limpio, súper espacioso y con todo lujo de detalle.","El sofá cama era horrible, imposible dormir en el","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']"
Cristina,Qatar,10.0,Escrito en 20 de mayo de 2024,Ubicación y piso,Que no hubiera limpieza,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Fernando,España,9.0,Escrito en 11 de mayo de 2024,"Excelente ubicación. Moderno,  limpio,  fácil de acceder.",,"['•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Sandra,España,10.0,Escrito en 2 de mayo de 2024,Todo en general,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jose,España,10.0,Escrito en 19 de abril de 2024,"La ubicación, habitacion muy bien distribuida, garaje en el mismo edificio, y aceptan mascotas.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Maria,España,10.0,Escrito en 18 de abril de 2024,"La ducha es una maravilla.
Poder alojarnos con nuestra perrita. Te facilitan una colchoneta para ella, cuencos y una bolsa de chuches.
La ubicación excelente","El colchón un poco duro.
Un poco caro cobrar 15 € diarios por alojarnos con una perrita de 3,5 kg que ni suelta pelo.","['•Viaje de ocio', '•Pareja', '•Apartamento Deluxe', '•Estancia de 7 noches', '•Enviado por móvil']"
Lorena,España,10.0,Escrito en 18 de abril de 2024,"Apartamento nuevo, muy cómodo y muy limpio, junto a clínica universad de navarra","Escaso menaje, el Justo para comer 1 vez 2 personas, por lo que hay que poner lavavajillas cada vez que comes","['•Pareja', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']"
Gema,España,10.0,Escrito en 10 de abril de 2024,"Limpieza, ubicación y nuevo","El sofá cama algo incómodo (un poco delgado), pero perfecto para niños que pesen poco","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 2 noches', '•Enviado por móvil']"
Jose,España,9.0,Escrito en 8 de abril de 2024,"Todo correcto.Transparencia en la información y veracidad. 
Limpieza, comodidad de la cama y almohadas.  Todo domotizado, rapidez en respuesta si tienes un problema, con lo cual experiencia de usuario un 10. Espacio no es muy grande pero está muy bien diseñado para que haya todo lo necesario sin agobiarte en el espacio. Buena iluminación. No hay ruido y además hay una plaza y parque maravilloso con bares, restaurantes y mucha naturaleza. Sí viajas con perrete lo valoras enormemente.","Aunque ya lo indica en la web, lo que echamos en falta con respecto a otros apartamentos donde hemos estado es ese punto de hospitalidad y de sentirte como en casa cuando incluye (aceite, azúcar, sal, cápsulas de café...) esas pequeñas facilidades que mejoran tu estancia pero que ya en la web lo indica, con lo cual lo sabes de antemano. Lo único que no nos gustó es que hubiera sólo un cubierto o un plato por persona.(Había un tenedor, una cuchara, un cuchillo, una cuchara de postre, un plato de postre, un plato hondo, un plato llano)  Eso te obliga a estar lavando a mano constantemente o poner el lavavajillas al final con pocas cosas, que es poco eficiente con el medioambiente.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maite,España,8.0,Escrito en 6 de abril de 2024,Bonita decoración minimalista y funcional. Limpieza impecable. Silencioso. Buena ubicación.  Entorno ideal para pasear a nuestra perrita. Parking público en la zona a menos de 5 euros el día. Restaurantes con ambiente y hasta un cine en la plaza donde está ubicado.,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Aitor,España,10.0,Escrito en 1 de abril de 2024,Desayuno regular,"El baño taza estaba medio rotaNo teníamos escoba ni pala","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Paotero,España,8.0,Escrito en 31 de marzo de 2024,"El apartamento es cómodo y de fácil acceso (entrada autónoma).
A pesar de ser un apartamento con cama y sofá cama para 4 personas, el espacio era correcto. 
Muy fácil encontrar aparcamiento por la zona (importante destacar que si son días laborables, hay que pagar).","Las almohadas no son del todo cómodas. 
Hubo un incidente con las alarmas de incendios de madrugada, que habiendo una persona física en recepción hubiese proporcionado calma.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Nuria,España,10.0,Escrito en 30 de marzo de 2024,"Apartamento bien situado a solo dos minutos en coche del centró. Tranquilo y bien equipado.
La atención on line perfecta.
Salvo un inciso  que se resolvió rápidamente y de forma eficaz.
Volveremos seguro.",,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Carlos,España,10.0,Escrito en 27 de marzo de 2024,Es un lugar súper acogedor y con unas vistas excelentes.,Falta un juego de escoba y recogedor.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
