username,country,score,date_written,positive,negative,tags
Claudia,España,7.0,Escrito en 4 de noviembre de 2025,La relación calidad - precio. Ideal para pasar un par de días entre amigas. A 20 minutos del centro de san Sebastián en autobús. Cómodo y agradable con un desayuno muy bueno relación precio! Recomendable.,"La habitación de 6 era pequeña para dejar maletas, mochilas, etc. y un baño para 6 chicas puede quedarse escaso en ocasiones. El resto todo muy bien!","['•Viaje de ocio', '•Grupo', '•Habitación con baño privado - 6 camas', '•Estancia de 2 noches', '•Enviado por móvil']"
Aitor,España,9.0,Escrito en 3 de noviembre de 2025,"Habitacion bien, todo limpio y el personal majo.",Todo fue bien,"['•Viaje de ocio', '•Grupo', '•Habitación con baño privado - 8 camas', '•Estancia de 1 noche']"
Juan,España,9.0,Escrito en 28 de octubre de 2025,Facilidades dadas por el personal,,"['•Viaje de ocio', '•Grupo', '•Habitación Familiar con baño privado', '•Estancia de 3 noches', '•Enviado por móvil']"
Sánchez,España,8.0,Escrito en 24 de octubre de 2025,El compartir con otros viajeros,,"['•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 3 noches', '•Enviado por móvil']"
Camila,Chile,7.0,Escrito en 22 de octubre de 2025,"El personal, muy amable",Mal olor de los desagües en los baños. Colchón de espuma se aplastaba hasta que terminadas durmiendo sobre la tabla de la cama,"['•Viaje de ocio', '•Pareja', '•Habitación Doble con baño privado - 2 camas', '•Estancia de 2 noches', '•Enviado por móvil']"
Carlos,España,8.0,Escrito en 20 de octubre de 2025,Estaba muy céntrico. La ubicación es buena aunque hay que subir una cuesta grande para llegar.,Camas incómodas y habitación justita.,"['•Viaje de ocio', '•Pareja', '•Habitación Doble con baño privado - 2 camas', '•Estancia de 3 noches', '•Enviado por móvil']"
Duron,España,9.0,Escrito en 19 de octubre de 2025,"Ubicación, limpieza, camareros muy bien(Mojar)!!",,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 8 camas con baño privado', '•Estancia de 2 noches', '•Enviado por móvil']"
Ingold,Uruguay,7.0,Escrito en 17 de octubre de 2025,Buena ubicación. Básicamente p gente joven. Muy amables todos los que trabajan,,"['•Viaje de ocio', '•Pareja', '•Habitación Doble con baño privado - 2 camas', '•Estancia de 1 noche', '•Enviado por móvil']"
Mariano,España,8.0,Escrito en 15 de octubre de 2025,Hubicacion,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
David,España,9.0,Escrito en 12 de octubre de 2025,Todo,Nada,"['•Pareja', '•Habitación Doble con baño privado - 2 camas', '•Estancia de 1 noche', '•Enviado por móvil']"
Ivan,España,8.0,Escrito en 12 de octubre de 2025,Limpieza y buena ubicación. El personal muy amable,,"['•Viaje de ocio', '•Pareja', '•Habitación Doble con baño privado - 2 camas', '•Estancia de 1 noche', '•Enviado por móvil']"
Elena,España,9.0,Escrito en 10 de octubre de 2025,,Me gustaría que la camas tuvieran cortinas para más intimidad,"['•Viaje de negocios', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Luz,Colombia,9.0,Escrito en 10 de octubre de 2025,"La comodidad, el silencio y la vista",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Ruiz,España,9.0,Escrito en 2 de octubre de 2025,La atención del personal a cargo... Profesionales responsables,La ubicación física algo lejana,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 2 noches', '•Enviado por móvil']"
Ixone,España,7.0,Escrito en 27 de abril de 2025,Habitación funcional y muy limpia en Ondarreta,La cafetería no habría hasta las 8,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación con baño privado - 6 camas', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,8.0,Escrito en 27 de abril de 2025,"Nos gustó la ubicación, está cerca para ir caminando a conocer San Sebastián, la playa, restaurantes, y las vistas de la habitación",Quizás que es difícil de acaparar,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Wissam,España,7.0,Escrito en 22 de abril de 2025,La amabilidad del personal,"Había mucha gente, pero por el precio, está bastante bien","['•Persona que viaja sola', '•Cama en habitación compartida mixta de 8 camas con baño privado', '•Estancia de 2 noches', '•Enviado por móvil']"
Nerina,España,7.0,Escrito en 21 de abril de 2025,,"Que tarden tanto tiempo en devolver la fianza, cuando ponen que se hace en 48 horas.","['•Viaje de ocio', '•Grupo de amigos', '•Cama en habitación compartida mixta de 8 camas con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Eva,España,9.0,Escrito en 19 de abril de 2025,El personal muy amable . Y la habitación familiar amplia .,Los vecinos un poco ruidosos pero a la noche se comportaron .,"['•Viaje de ocio', '•Grupo', '•Habitación Familiar Deluxe con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Catalina,España,7.0,Escrito en 16 de abril de 2025,La habitación,El desayuno,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Alejandro,Uruguay,8.0,Escrito en 12 de abril de 2025,Higiene,Todo muy bien,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 8 camas con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Antonio,España,9.0,Escrito en 7 de abril de 2025,Precio,Baño un poco sucio,"['•Viaje de ocio', '•Grupo', '•Habitación con baño compartido - 6 camas', '•Estancia de 1 noche']"
Tatiana,España,8.0,Escrito en 31 de marzo de 2025,"La habitación era amplia y limpia. Ubicado en un barrio aparentemente seguro, pero la calle era bastante desierta por la noche. Hay bares y restaurantes cerca de 10 minutos caminando. Las camas no son cómodas. Fue el mejor precio aunque sea un poco caro para un hostel .",,"['•Viaje de ocio', '•Grupo', '•Habitación Cuádruple con baño', '•Estancia de 1 noche', '•Enviado por móvil']"
Rafael,España,9.0,Escrito en 17 de marzo de 2025,Buenos,Todo bien,"['•Viaje de ocio', '•Familia con niños pequeños', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']"
Leila,España,8.0,Escrito en 16 de marzo de 2025,"El acceso con código, muy cómodo. La habitación estaba bien y dormimos muy bien. La ubicación es ideal si se quiere estar en la zona de Antiguo, pero también es fácil llegar al centro en autobús.",Pasamos calor por la noche porque el aire estaba puesto (creemos que se encendía forma automática porque no encontramos ningún mando).,"['•Viaje de ocio', '•Pareja', '•Habitación Doble con baño privado - 2 camas', '•Estancia de 1 noche']"
Maria,España,9.0,Escrito en 7 de marzo de 2025,"Buena relación calidad precio, es un lugar con espacios compartidos.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']"
Gus,España,8.0,Escrito en 4 de marzo de 2025,La ubicación y la limpieza del lugar.,"Camarotes sin cortina y muy pequeños. Los codigos de acceso, con menos digitos seria mejor. Alguno del personal de limpieza de la noche quizas necesite mas motivación laboral y mejorar sus habilidades de comunicación.","['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 3 noches']"
Laura,España,7.0,Escrito en 3 de marzo de 2025,"Las habitaciones son amplias y los colchones cómodos. Las vistas desde la 4a planta eran muy bonitas 
El barrio aunque no es céntrico tiene de todo y es tranquilo",La calefacción la ajustan desde la recepción y el split hace algo de ruido que molesta para dormir,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 3 noches', '•Enviado por móvil']"
Alba,España,8.0,Escrito en 3 de marzo de 2025,Calidad precio buena,"Está un poco lejos, cerca de la playa Ondarreta pero subiendo una cuesta","['•Viaje de ocio', '•Grupo', '•Habitación Familiar con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Pilar,España,8.0,Escrito en 27 de febrero de 2025,Lo que más me gustó fueron los recepcionistas en especial Mohamed y una chica que no recuerdo el nombre.Muy amables y atentos en todo momento,Más que del alojamiento fueron algunas personas cenando más tarde de las 23h en la cocina hablando casi gritando…,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']"
Marlene,España,9.0,Escrito en 26 de febrero de 2025,La limpieza,Cortinas para las camas individuales que permiten más privacidad.,"['•Viaje de negocios', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']"
Saez,España,7.0,Escrito en 24 de febrero de 2025,La habitación para parejas con baño privado estaba muy bien con todo lo necesario.,"Sin haber hecho el check out, alguien nos abrió la puerta estando en la habitación.","['•Viaje de ocio', '•Pareja', '•Habitación Doble con baño privado - 2 camas', '•Estancia de 2 noches', '•Enviado por móvil']"
Juan,España,8.0,Escrito en 7 de febrero de 2025,Está bien y entre semana el precio era muy bueno siendo Sanse,"Mucho mensaje,","['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']"
Oga,España,9.0,Escrito en 3 de febrero de 2025,"Hemos estado genial! Habitación muy limpia, ubicación muy buena, en general calidad - precio excelente!",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 2 noches', '•Enviado por móvil']"
Carlos,España,9.0,Escrito en 2 de febrero de 2025,Sencillo la forma de trabajar y comodo de uso,Me falto parking,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
Roberto,Honduras,8.0,Escrito en 28 de enero de 2025,Todo,Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 2 noches', '•Enviado por móvil']"
Belen,España,9.0,Escrito en 27 de enero de 2025,Calidad precio,,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']"
Juana,España,8.0,Escrito en 27 de enero de 2025,,"La habitación era muy pequeña,en las fotos parece más amplia","['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 3 noches', '•Enviado por móvil']"
Martínez,España,8.0,Escrito en 26 de enero de 2025,"El lugar fue conveniente para nuestras necesidades, estaba limpio y el personal es amable","El personal no es muy eficiente para responder las consultas que se hacen a través de la plataforma, nunca respondieron","['•Viaje de ocio', '•Familia con niños pequeños', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']"
