username,country,score,date_written,positive,negative,tags
Raul,España,8.0,Escrito en 1 de mayo de 2025,"La ubicación, con vistas al parque. Un apartamento muy moderno. Me tocó el dia del apagón y el personal muy muy atentos a todo. Les felicito.",El mando a distancia del TV no tenía pilas. Lo comunique a recepción online y en cuestión de minutos lo arreglaron.,"['•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Librada,España,10.0,Escrito en 30 de abril de 2025,"Un apartamento muy chulo, nuevo, limpio, sin humo, con todas las comodidades, nos dieron un detalle de bienvenida muy bueno, todo una sorpresa, me encantó el kit de limpieza, todo muy recomendable.","Nos liamos un poco con la entrada del aparcamiento, por las indicaciones pero nada con importancia.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 29 de abril de 2025,"Ubicación perfecta para moverte por toda Pamplona sin vehículo. Ubicado junto a un parque precioso y rodeado de todos los servicios básicos como supermercados y bares, si no quieres mucho jaleo.
Fácil acceso desde el móvil.
Apartamento súper completo, más de lo que esperábamos, moderno y limpio.
Volveremos sin duda!!","El nuestro no tenía terraza, hubiera sido perfecto con el buen tiempo que tuvimos.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Maria,España,9.0,Escrito en 27 de abril de 2025,"Muy nuevo, limpio, cómodo confortable.
Cafeterías muy cerca para poder desayunar",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pilar,España,10.0,Escrito en 26 de abril de 2025,El personal es muy amable. Atendieron rápido lo que pedimos.,La habitación nos pareció pequeña.,"['•Viaje de ocio', '•Pareja', '•Apartamento Deluxe', '•Estancia de 5 noches', '•Enviado por móvil']"
Jlzte,España,9.0,Escrito en 24 de abril de 2025,Situación. Está nuevo y limpio. Cocina muy equipada,No hay consigna para dejar maleta. Check in online muy engorroso. Check out muy pronto. Solo personal presencial por la mañana,"['•Familia con niños pequeños', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Gustavo,España,10.0,Escrito en 20 de abril de 2025,Todo,Nada,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pilar,España,10.0,Escrito en 13 de abril de 2025,"Todo me gustó!!!! La pena es que lo disfrute por o tiempo, pero volveremos para aumentar la experiencia","Nada, todo era perfecto","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Jorge,España,8.0,Escrito en 9 de abril de 2025,,Poca luz,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Julia,España,8.0,Escrito en 24 de marzo de 2025,"Alojamiento muy limpio y cómodo. La ubicación perfecta, ubicada en una plaza tranquila y estás cerca de todo. Al lado tienes el parque de Yamaguchi, es precioso y puedes ir con los perretes. Recomendable.","Para mejorar, en nuestro caso las almohadas, eran muy finas. Y tendrían que cambiar las sartenes.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Paula,España,10.0,Escrito en 17 de marzo de 2025,"La limpieza, comodidad, luminosidad y ubicación","Las almohadas son demasiado bajitas
El gel y champú del baño podría venir por separado","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Maixa,España,9.0,Escrito en 16 de marzo de 2025,Apartamento muy luminoso en una zona muy tranquila y bien ubicada.,"Hubo un detalle que nos llamó la atención y no nos gusto. Eramos cinco huéspedes y el kit de bienvenida era únicamente para dos.
2 botellines de agua y 2cápsulas de café....","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Donina,España,9.0,Escrito en 16 de marzo de 2025,"Lugar cómodo, práctico y nos dejaron un detalle de bienvenida",,"['•Con una mascota', '•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ruben,España,9.0,Escrito en 11 de marzo de 2025,"Un apartamento amplio, con todo nuevo y bonitas vistas al parque.",El uso de códigos tan largos para la entrada al portal y al parking se hace engorroso y complicado,"['•Viaje de ocio', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Zuriñe,España,9.0,Escrito en 10 de marzo de 2025,,"No he podido valorar el personal, porque no hay d","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Diaz,España,9.0,Escrito en 8 de marzo de 2025,"Ubicación. Limpieza Todo muy cómodo y nuevo Vistas a un parque","Faltaba una escoba y recogedor, en 4 días al final siempre hay que barrer un poco Y alguna pastilla más de lavavajillas","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Cristina,España,10.0,Escrito en 25 de febrero de 2025,Estaba todo nuevo y muy limpio.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Moreno,España,8.0,Escrito en 11 de febrero de 2025,Estaba todo muy nuevo y bien cuidado,Que no podíamos ni siquiera barrer el suelo porque no había ni escoba ni recogedor y en todos los días no pasaron a limpiar y le dijimos a la chica de la limpieza que nos dejara un momento para barrer y nos dijo que no,"['•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 7 noches', '•Enviado por móvil']"
Amenos,España,8.0,Escrito en 8 de febrero de 2025,"El apartamento en sí está muy bien
 Limpio, cómodo y tranquilo.",El check in a las 15.00 y la imposibilidad de dejar el equipaje en algún sitio hasta entonces es un inconveniente.,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Judith,España,10.0,Escrito en 2 de octubre de 2024,"Me encantó la facilidad de manejarlo todo por la app. En cuanto tuvimos alguna duda, nos atendieron muy amablemente y de manera rápida y eficaz por el chat. Está decorado con mucho gusto y es muy cómodo!",El párking cumplió su función pero era ajustado y las plazas muy estrechas,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Oihane,España,10.0,Escrito en 2 de octubre de 2024,El apartamento tenía todo lo necesario para pasar una estancia estupenda. Era bastante amplio y las persianas eran automáticas mediante un botón. Las instalaciones estaban muy bien. Relación calidad/precio inmejorable.,"Quizá el único aspecto negativo que pudimos notar fue el tema del aparcamiento. Te ofrecen por 15€ la noche uno, pero si eliges no pagarlo, todo el alrededor era zona de OTA y nos fue complicado encontrar sitio.","['•Viaje de ocio', '•Pareja', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']"
Beatriz,España,10.0,Escrito en 1 de octubre de 2024,"El apartamento estaba impecable y era muy cómodo. Tenía todo lo necesario, incluido un pequeño kit de limpieza que me pareció muy práctico y que en otros alojamientos del estilo he echado en falta.","Todo bien. No está muy cerca del centro, pero se puede llegar dando un paseo.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Alejandro,España,9.0,Escrito en 30 de septiembre de 2024,Calidad precio,,"['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Aintzanejimenez,España,10.0,Escrito en 30 de septiembre de 2024,"El apartamento era precioso, con el espacio muy bien aprovechado y en una buena ubicación. Te dejan un kit de bienvenida y otro de limpieza que está genial. Tiene muchísima iluminación y está completamente equipado.","En la pared que estaba en frente a la tele del salón estaba llena de bichitos que no sabíamos qué eran, no sabemos si estaban muertos porque no se movían pero era un poco desagradable.","['•Viaje de ocio', '•Grupo de amigos', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jaime,España,10.0,Escrito en 25 de septiembre de 2024,La ubicación junto a supermercado bares entre otros.,Todo bien.,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Alberto,España,10.0,Escrito en 23 de septiembre de 2024,Todo nuevo y limpio,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Alejandra,España,10.0,Escrito en 23 de septiembre de 2024,"El edificio,las instalaciones e iluminación, la terraza superior y las vistas,muy buena ubicación. Fácil comunicación con el personal las 24 hrs. El colchón muy cómodo","Me gustó todo pero me equivoqué en la elección del apto porque el apto de una habitación es perfecto  para dos pero éramos cuatro adultos y el espacio  fue justo,deberíamos haber elegido uno más grande.","['•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Aguilar,España,8.0,Escrito en 21 de septiembre de 2024,"La ubicación y todas las comodidades del apartamento, es muy cómodo y práctico y la relación calidad precio está fenomenal. Aire acondicionado muy útil. No conocía esta cadena pero la volveré a buscar.","No hay recepción y esto lo hace un poco más complicado, pero es cierto que algún problema que tuvimos con el código de entrada al garaje lo resolvieron rápidamente por teléfono.","['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 4 noches']"
Otilia,Perú,9.0,Escrito en 21 de septiembre de 2024,"Muy contentos con este alojamiento, tenía todo lo necesario para una estadía cómoda. Bien ubicado, limpio, bonito y moderno. 
Comunicación permanente por wathsapp para recibir ayuda.
Gracias!",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Txeko,España,8.0,Escrito en 20 de septiembre de 2024,"Apartamento muy limpio,cama cómoda.","Nuestro apartamento era para 2 personas,no tiene mesa para comer ni sillas,poco menaje de cocina,sofá un poco incomodo.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Josep,España,8.0,Escrito en 17 de septiembre de 2024,La ubicación sitio perfecto,"El ruido de coches o no teníamos sillas, i poca información sobre la basura de orgànica y resta, porque los contenedores del ajuntamiento era con tarjeta i no teníamos por lo demás bien","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 6 noches', '•Enviado por móvil']"
Esther,España,9.0,Escrito en 17 de septiembre de 2024,"La ubicación en la zona nueva de Pamplona y a un paseo caminando del casco viejo es genial, ya que te permite conocer no solo la parte turistica de la ciudad.","La estancia dentro del apartamento fué muy comoda, pero si hubiera algo que cambiar serían las almohadas por unas mas altas, ya que eran como hojas de papel","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Martinez,España,10.0,Escrito en 16 de septiembre de 2024,"Todo nuevo,  acogedor, el detalle del kit de limpieza con 2 cápsulas de café.
La situación es perfecta para hacer turismo por la ciudad y aceptan mascotas.","La forma de realizar el Check-In todo atraves del móvil y con código digital.
El horario del Check-out a las 11 , una hora antes de lo habitual.
Los ruidos de los demás apartamentos del edificio","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Miren,España,9.0,Escrito en 16 de septiembre de 2024,"me gusto todo mucho.TODO LIMPIO Y NUEVO","Solo eche de menos azúcar para poder tomar las capsulas de regalo que había.Muchas gracias","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Daria,España,10.0,Escrito en 16 de septiembre de 2024,"Apartamentos limpios y modernos.  Me gustó la cama y los grandes ventanas.  Aparcamiento.  Cerca hay un parque. Se preparó una cama, platos y una bolsa de comida para nuestro perro.  Sí, pagamos por el animal, pero esta atención fue muy linda.","En nuestro caso viajamos con perro y el precio por animal fue de 20 euros, que es caro.  Pero esto es normal en Pamplona.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ander,España,9.0,Escrito en 15 de septiembre de 2024,El apartamento está nuevo y es muy confortable y acogedor. Muy bien equipado y la cama muy cómoda. La ubicación tb muy buena. Nos ha gustado mucho y hemos estado muy a gusto.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 1 noche']"
Marta,España,10.0,Escrito en 15 de septiembre de 2024,"Todo muy nuevo y muy limpio, súper espacioso y con todo lujo de detalle.","El sofá cama era horrible, imposible dormir en el","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']"
Carolina,Suiza,10.0,Escrito en 14 de septiembre de 2024,"Hermoso apartamento, muy limpio y hermoso decorado. Muy eficiente el check in sino hay nadie",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Claudia,España,10.0,Escrito en 7 de septiembre de 2024,"Muy bien ubicado, limpio, moderno y lo mejor el personal que te atiende es muy amable y eficiente !",,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 9 noches', '•Enviado por móvil']"
M,España,9.0,Escrito en 6 de septiembre de 2024,Para pocos días bueno,Para 4 personas un poco incómodo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 4 noches', '•Enviado por móvil']"
Martín,España,10.0,Escrito en 6 de septiembre de 2024,"Muy modernos, decoración fina y ubicación excelente. Con 2 baños. La zona es muy tranquila y estás a 20 minutos paseando del centro. Totalmente recomendable",,"['•Viaje de negocios', '•Grupo', '•Apartamento Deluxe', '•Estancia de 1 noche']"
Francisco,España,8.0,Escrito en 2 de septiembre de 2024,no utilicé,"nadie te explica los servicios del hotel, no se si había maquina de bebidas, comidas. etc... cafetería?>El parking muy apretado para coches grandes, deberían avisarlo","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 2 noches']"
Maria,España,9.0,Escrito en 30 de agosto de 2024,Si,Las vistas,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 13 noches', '•Enviado por móvil']"
Iñaki,España,8.0,Escrito en 28 de agosto de 2024,Situación,Pequeño para 4 personas,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Jose,España,9.0,Escrito en 8 de abril de 2024,"Todo correcto.Transparencia en la información y veracidad. 
Limpieza, comodidad de la cama y almohadas.  Todo domotizado, rapidez en respuesta si tienes un problema, con lo cual experiencia de usuario un 10. Espacio no es muy grande pero está muy bien diseñado para que haya todo lo necesario sin agobiarte en el espacio. Buena iluminación. No hay ruido y además hay una plaza y parque maravilloso con bares, restaurantes y mucha naturaleza. Sí viajas con perrete lo valoras enormemente.","Aunque ya lo indica en la web, lo que echamos en falta con respecto a otros apartamentos donde hemos estado es ese punto de hospitalidad y de sentirte como en casa cuando incluye (aceite, azúcar, sal, cápsulas de café...) esas pequeñas facilidades que mejoran tu estancia pero que ya en la web lo indica, con lo cual lo sabes de antemano. Lo único que no nos gustó es que hubiera sólo un cubierto o un plato por persona.(Había un tenedor, una cuchara, un cuchillo, una cuchara de postre, un plato de postre, un plato hondo, un plato llano)  Eso te obliga a estar lavando a mano constantemente o poner el lavavajillas al final con pocas cosas, que es poco eficiente con el medioambiente.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maite,España,8.0,Escrito en 6 de abril de 2024,Bonita decoración minimalista y funcional. Limpieza impecable. Silencioso. Buena ubicación.  Entorno ideal para pasear a nuestra perrita. Parking público en la zona a menos de 5 euros el día. Restaurantes con ambiente y hasta un cine en la plaza donde está ubicado.,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Aitor,España,10.0,Escrito en 1 de abril de 2024,Desayuno regular,"El baño taza estaba medio rotaNo teníamos escoba ni pala","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Paotero,España,8.0,Escrito en 31 de marzo de 2024,"El apartamento es cómodo y de fácil acceso (entrada autónoma).
A pesar de ser un apartamento con cama y sofá cama para 4 personas, el espacio era correcto. 
Muy fácil encontrar aparcamiento por la zona (importante destacar que si son días laborables, hay que pagar).","Las almohadas no son del todo cómodas. 
Hubo un incidente con las alarmas de incendios de madrugada, que habiendo una persona física en recepción hubiese proporcionado calma.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Nuria,España,10.0,Escrito en 30 de marzo de 2024,"Apartamento bien situado a solo dos minutos en coche del centró. Tranquilo y bien equipado.
La atención on line perfecta.
Salvo un inciso  que se resolvió rápidamente y de forma eficaz.
Volveremos seguro.",,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Carlos,España,10.0,Escrito en 27 de marzo de 2024,Es un lugar súper acogedor y con unas vistas excelentes.,Falta un juego de escoba y recogedor.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Marta,España,9.0,Escrito en 25 de marzo de 2024,"El apartamento es muy moderno y luminoso, y tiene todo lo necesario para pasar unos días. A destacar la ubicación, está justo en la plaza Yamaguchi, una muy buena zona.","La lavadora estaba estropeada. Sin embargo, cuando avisamos nos atendieron inmediatamente.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Gorka,España,8.0,Escrito en 25 de marzo de 2024,"Todo limpio y nuevo 
Y el detalle de bienvenidos.","Sin trato con empleados ( porque no lo hay)
Haces el cheking y el checkout online. Si no se te da bien lo de internet puedes tener problemas para entrar .","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Irene,España,10.0,Escrito en 25 de marzo de 2024,La equipación del apartamento,Nada,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Jorge,Perú,9.0,Escrito en 23 de marzo de 2024,"Ubicación correcta, y en un sitio muy bonito. El departamento es funcional.","Dejar 2 o 3 jabones para el lavavajilla, y para la lavandería. También 4 platos y no dos de cada cosa.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 3 noches']"
Encarni,España,10.0,Escrito en 21 de marzo de 2024,"Limpieza excelente y huele muy bien al entrar, que es algo que resulta muy agradable cuando llegas a un sitio",La colocación del cubo de basura no me gusta en el mismo armario que los cubiertos,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Glenda,Panamá,10.0,Escrito en 20 de marzo de 2024,excelente ubicación 1000% recomendado,,"['•Viaje de ocio', '•Pareja', '•Apartamento Deluxe', '•Estancia de 8 noches']"
Sanae,España,9.0,Escrito en 15 de marzo de 2024,La ubicación es perfecta,No me gusto que no haya una escoba y algún producto desinfectante para el baño,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
