username,country,score,date_written,positive,negative,tags
Miguel,España,8.0,Escrito en 12 de septiembre de 2025,Cómodo y super limpio todo! Céntrico !!Muy recomendable!,,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Aida,España,8.0,Escrito en 7 de septiembre de 2025,La ubicación,"Que había hormigas el segundo día en la terraza y después entraron en el apartamento,tuve que comprar spray para que se acabasen","['•Viaje de ocio', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 6 noches', '•Enviado por móvil']"
Manuel,España,9.0,Escrito en 29 de agosto de 2025,"Si me gusta y cómodo, lo recomiendo 100%",,"['•Viaje de ocio', '•Pareja', '•Estudio Familiar', '•Estancia de 2 noches', '•Enviado por móvil']"
Elena,España,7.0,Escrito en 6 de agosto de 2025,Las instalaciones y la limpieza,Me pareció abusivo pagar 20 euros por mi mascota. Dicen que te dan una cama y los comederos y unas chuches y no le habían dejado nada. Se lo pedimos y solo nos dieron un comedero y la cama.cuebtas con lo que pone en la página y al final no cumplen con ello. Si no lo tienen disponible al menos que te lo digan para llevarlo tú de tu casa,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Leonardo,España,10.0,Escrito en 5 de agosto de 2025,"Todo excelente, volvería sin pensarlo.",Muy bien todo.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Nadia,Uruguay,9.0,Escrito en 1 de agosto de 2025,"Estaba muy limpio. Nos resultó cómodo en cuanto a su ubicación (con un super enfrente) y el apartamento está muy lindo. Los baños están muy bien, las sábanas y toallas impecables.","El sillón cama es más bien para niños, muy fino el colchón.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Samuel,España,10.0,Escrito en 29 de junio de 2025,"Ubicación perfecta. A un paso del centro y con todos los servicios al lado. 
Todo muy limpio y muy práctico. El apartamento tiene todo lo necesario para estar como en casa.
Fantástica la atención de Libere. Nos facilitaron un aparcamiento y el early check-in a un precio razonable y de manera muy sencilla.",Una pena que no haya parking más cercano,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Veroll,España,10.0,Escrito en 10 de junio de 2025,"Excelente apartamento moderno recién remodelado muy buena ubicación puedes ir caminado al. Centro de valencia
Nos esperaron con cápsulas de café y zumos  
Todo perfecto",El baño habitación principal  al no tener mampara se sale el agua,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Oscar,Ecuador,7.0,Escrito en 30 de mayo de 2025,Bien ubicado y cómodo para estancia corta,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Fatima,Portugal,10.0,Escrito en 11 de mayo de 2025,comodo,,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Mari,España,9.0,Escrito en 16 de abril de 2025,"Todo estaba muy bien, pequeño pero con todo lo necesario. Moderno, bonito,muy limpio, olía muy bien. Una zona tranquila, a unos 10-12 minutos del centro caminando.","Era una planta baja y se escuchan los ruidos de la calle. Y un aparato que había encima de la puerta de entrada, (como un router) cada x tiempo destellaba una luz verde, que a mí para dormir me molestaba.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Lourdes,España,7.0,Escrito en 6 de abril de 2025,"Muy bien situado , limpio, acogedor, en general todo fue genial a no ser por el inconveniente de los vecinos de arriba","Los vecino muy ruidosos y escandalosos , estuvimos en el 201 , y justo los de arriba empezaron a chillar y berrear a altas horas d ela madrugada, incluso movieron muebles , parecía que rompían cosas . Muy escandalosos. Descansamos poco","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Esperanza,España,7.0,Escrito en 3 de abril de 2025,"El apartamento estaba muy bien, pero el colchón no era nada cómodo. Por todo lo demás bien.",,"['•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Andres,España,10.0,Escrito en 30 de marzo de 2025,Pequeño y práctico,,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,8.0,Escrito en 18 de marzo de 2024,"Todo, es pequeño pero muy acogedor, y los detalles de bienvenida excelentes, el pack con las patatitas y el agua un detalles, la ducha perfecta y buena presión, la cama cómoda, la tele grande y la cocina perfecta y con muchos utensilios, muy muy limpio y a un paseo del centro unos 15 minutos.",Bueno por decir algo que en peticiones pedimos una habitación tranquila y nos la dieron en el bajo a pie de calle que se escuchaba la música de una barraca que teníamos detrás y la gente que pasaba por la calle justo delante de la ventana. Imagino que los pisos más altos estarian cogidos.,"['•Viaje de ocio', '•Pareja', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Victor,España,10.0,Escrito en 6 de marzo de 2024,La rapidez del check in y check out,Todo estuvo bien,"['•Viaje de ocio', '•Pareja', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Natalia,España,9.0,Escrito en 2 de marzo de 2024,"Estaba todo muy nuevo y muy limpio. Bien dotado de accesorios de cocina y electrodomésticos así como mobiliario. Muy bien insonorizado, a pesar de estar en el centro, no se oía ruido","Faltaba presión en la ducha del baño principal por lo que el aseo resultaba demasiado entretenido. Echamos de menos una fregona porque en el baño tipo suite el plato de ducha, es demasiado plano y rebosa el agua","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Víctor,España,9.0,Escrito en 28 de febrero de 2024,"Cómodo y limpio, grande y muy práctico",,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Lorena,Italia,10.0,Escrito en 4 de febrero de 2024,Todo me gustó! Más aún que la realidad supera las fotos! Cuando te pasa eso…es lo más …limpieza ubicación y muy bien precio,Nada,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
El,España,7.0,Escrito en 14 de enero de 2024,La ubicación,Todo bien,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Satorre,España,10.0,Escrito en 18 de diciembre de 2023,"Tranquilidad pese a estar muy cerca de una calle muy transitada, bien situado, andando a 8 minutos del centro, limpio. 100% recomendable!",Hice una llamada al interfono porque al principio no nos aclarábamos para entrar y no contestó nadie,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Joaquin,España,9.0,Escrito en 12 de diciembre de 2023,"Ubicación.Limpieza.","Añadí parking y no recibí aviso de que tenía que pagar antes de finalizar el check in, tuve que llamar y entonces me dijeron que tenía que pagarlo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']"
Lara,España,8.0,Escrito en 18 de noviembre de 2023,"El piso estaba muy bien, muy agradable.","No nos dejaron hacer early cheking por ser el piso más grande (y te lo avisan si lo pides, no te avisan antes, o sea es engañoso), a parte de eso llegamos a las 15h (hora de entrada) cansadas y hartas de andar con maletas y nos hicieron esperar casi 30 minutos más para terminar la limpieza, cuando la salida de la casa es a las 11h, que había tiempo de sobra, la casa no es tan grande.
Luego la ducha de una habitación no se podía usar la salida del techo porque caía agua por todo el techo del  baño literal","['•Viaje de negocios', '•Grupo de amigos', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 4 noches', '•Enviado por móvil']"
Lidia,España,9.0,Escrito en 11 de noviembre de 2023,Ubicación excelente y limpio. La cama era cómoda también!,"El lavamanos es pequeño y un poco incómodo. Como sugerencia, un espejo fuera del baño estaría genial.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Jorge,Argentina,8.0,Escrito en 23 de octubre de 2023,"Ubicación, limpieza, instalaciones",Me parece un poco elevado el precio,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio Familiar', '•Estancia de 6 noches', '•Enviado por móvil']"
Enara,España,7.0,Escrito en 16 de octubre de 2023,La ubicscion,Al ser apartamentos turísticos los ruidos de inquilinos a ciertas horas de la mañana o de madrugada.,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 4 noches', '•Enviado por móvil']"
Francisco,España,7.0,Escrito en 28 de septiembre de 2023,Estado,Muy ruidoso el apartamento de al lado.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Cynthia,España,10.0,Escrito en 19 de septiembre de 2023,El apartamento en general estaba genial con todas las comodidades e instalaciones necesarias.,Todo estuvo bien,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Karin,España,10.0,Escrito en 10 de septiembre de 2023,En el que nos alojamos fue muy amplio y estaba todo muy limpio,Falto alguna sabanas y no estaba abierto el sofa cama y nos creo un poco de confusión,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Susana,España,9.0,Escrito en 17 de agosto de 2023,"Apartamento coqueto,  con todo lo que se necesita para tener una estancia acogedora.Ubicación  excelente,  cerca del centro historico de Valencia..perfecto para ir andando a todas partes",La única queja es que el colchón es un pelin.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Javier,España,10.0,Escrito en 25 de julio de 2023,Excelente todo en general muy lindo el piso excelente servicio,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Diliem,España,10.0,Escrito en 2 de julio de 2023,"Espectacular, pase nada más una noche pero fue fantástico, ha quedado como nuestro hotel y por gusto volveremos...",Todo es fácil de reservar y estancia excepcional,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Martha,Colombia,8.0,Escrito en 19 de junio de 2023,"Camas  super cómodas, baños amplios y limpios, aire acondicionado en varios espacios (menos en una habitación), útil y cómodo el sofacama del salón. Fácil de llegar! No se oía el ruido de la calle y cortinas oscuras que te permitían dormir muy bien!! Muy práctico el sistema de la llave con código, no tienes que estar pensando si dejaste o sacaste las llaves del piso 👌🏼","En la cocina no hay nada para preparar un desayuno (aceite y sal) que para una noche no vale la pena comprar. Uno de los lavamanos no funciona bien el desagüe y demora para quedar limpio, el piso tenia un poco de polvo, el ascensor no funciona bien, uno de los huéspedes se quedo encerrado por 45min 😣. Falta poner más especificaciones en la información que tienen en Booking pues lo elegí porque admiten mascotas pero se refiere SOLO a perros y en mi caso quería llevar a mi gata, quien quedo por fuera de la estadía. Por otro lado, no específica desde el inicio que cobran un depósito de casi el 40% de la reserva, lo cual entiendo pero me parece exagerado! Aunque lo devuelvan sale costo entrar ahí para tan poco tiempo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Conchi,España,8.0,Escrito en 3 de junio de 2023,La ubicación estupenda,"Que hay muy poco espacio ,cuando se habré la cama supletoria para pasar al baño","['•Viaje de ocio', '•Grupo', '•Estudio Familiar', '•Estancia de 3 noches', '•Enviado por móvil']"
Eva,España,8.0,Escrito en 8 de mayo de 2023,En general todo bien.,Falta de luz y poco espacio.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con terraza', '•Estancia de 1 noche']"
Arturo,España,10.0,Escrito en 19 de abril de 2023,"Genial el apartamento, la atención personalizada espectacular, la ubicación buenísima. Muy cómodo todo. Gracias, volveremos a repetir.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Lydia,España,10.0,Escrito en 14 de abril de 2023,"la casa esta genial , dos habitaciones grandes las camas muy cómodas y dos baños , todo súper limpio",,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Teresa,España,10.0,Escrito en 3 de abril de 2023,La limpieza y la decoración,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Sergio,España,10.0,Escrito en 27 de marzo de 2023,"Muy buena ubicación, zona tranquila. Me sorprendió mucho el apartamento, bastante amplio y con mobiliario bastante moderno.","Las paredes son de papel, pero por suerte pasada la medianoche no se escuchaban ruidos.","['•Viaje de negocios', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche']"
Alejandro,Costa Rica,8.0,Escrito en 24 de noviembre de 2025,,,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche']"
Christina,España,9.0,Escrito en 17 de noviembre de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche']"
Yuliia,España,10.0,Escrito en 16 de noviembre de 2025,,,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Roberto,Perú,10.0,Escrito en 2 de noviembre de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Alvaro,España,10.0,Escrito en 27 de octubre de 2025,,,"['•Viaje de negocios', '•Grupo', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Octavio,España,10.0,Escrito en 15 de octubre de 2025,,,"['•Grupo de amigos', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Jose,España,8.0,Escrito en 13 de octubre de 2025,,,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Eneko,España,8.0,Escrito en 13 de octubre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Pilar,España,10.0,Escrito en 11 de octubre de 2025,,,"['•Grupo de amigos', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Rita,España,10.0,Escrito en 9 de septiembre de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']"
Gaviria,España,10.0,Escrito en 1 de septiembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Gisselle,Bolivia,10.0,Escrito en 23 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Anna,España,9.0,Escrito en 11 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Olivia,España,9.0,Escrito en 4 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Javier,España,8.0,Escrito en 4 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']"
Andoni,España,7.0,Escrito en 24 de julio de 2025,,,"['•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Carolina,España,8.0,Escrito en 20 de julio de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,9.0,Escrito en 15 de julio de 2025,,,"['•Viaje de ocio', '•Grupo', '•Estudio Familiar', '•Estancia de 2 noches']"
Antonio,España,8.0,Escrito en 27 de junio de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches']"
Rubén,España,9.0,Escrito en 12 de junio de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Beatriz,España,8.0,Escrito en 2 de junio de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Almudena,España,8.0,Escrito en 31 de mayo de 2025,,,"['•Viaje de ocio', '•Pareja', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Álvaro,España,9.0,Escrito en 9 de mayo de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,9.0,Escrito en 29 de abril de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Carlos,España,8.0,Escrito en 27 de abril de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche']"
Marga,España,10.0,Escrito en 8 de febrero de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Blanca,España,8.0,Escrito en 25 de diciembre de 2023,,,"['•Con una mascota', '•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Teresa,España,9.0,Escrito en 9 de octubre de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
José,España,8.0,Escrito en 12 de septiembre de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Rosa,España,10.0,Escrito en 4 de septiembre de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche']"
Sara,España,9.0,Escrito en 31 de agosto de 2023,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 2 noches']"
Muhammad,España,9.0,Escrito en 30 de agosto de 2023,,,"['•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Iolanda,España,10.0,Escrito en 18 de agosto de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Marvin,España,10.0,Escrito en 13 de agosto de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Custodio,España,10.0,Escrito en 29 de julio de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,9.0,Escrito en 2 de julio de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 4 de junio de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Jose,España,8.0,Escrito en 9 de mayo de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio Familiar', '•Estancia de 3 noches', '•Enviado por móvil']"
Pedro,España,9.0,Escrito en 8 de mayo de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches']"
Marina,España,9.0,Escrito en 17 de abril de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Belciug,España,9.0,Escrito en 30 de marzo de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 4 noches', '•Enviado por móvil']"
Castelló,España,8.0,Escrito en 20 de marzo de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 2 noches']"
Marina,España,10.0,Escrito en 15 de marzo de 2023,,,"['•Viaje de ocio', '•Grupo', '•Estudio Familiar', '•Estancia de 2 noches']"
Roberto,España,9.0,Escrito en 30 de enero de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Alicia,España,7.0,Escrito en 29 de enero de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio Familiar', '•Estancia de 2 noches', '•Enviado por móvil']"
Jon,España,10.0,Escrito en 27 de enero de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Aurea,España,9.0,Escrito en 26 de enero de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Lantana,España,10.0,Escrito en 16 de enero de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
Eva,España,10.0,Escrito en 16 de enero de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Laura,España,9.0,Escrito en 15 de enero de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 1 noche']"
